home_score,away_score,point_differential,total_points,close_game,week,season_progress,playoff,division_game,overtime,spread_line,underdog_game,favorite_won,home_wins,away_wins,record_differential,combined_wins,rivalry_games,rivalry_intensity,has_qb_data,indoor_game,has_weather
24,17,7,41,1,4,0.2222222222222222,0,1,0,7.0,1,0,1,1,0,2,18,0.36,0,1,0
48,20,28,68,0,4,0.2222222222222222,0,1,0,2.5,0,0,2,3,-1,5,19,0.38,0,0,1
13,21,-8,34,0,4,0.2222222222222222,0,0,0,-4.5,0,0,0,0,0,0,5,0.1,0,0,1
38,3,35,41,0,4,0.2222222222222222,0,0,0,6.5,0,0,2,1,1,3,3,0.06,0,1,0
30,6,24,36,0,4,0.2222222222222222,0,0,0,-3.0,0,1,1,2,-1,3,3,0.06,0,0,0
9,26,-17,35,0,4,0.2222222222222222,0,1,0,4.0,0,1,2,2,0,4,19,0.38,0,1,0
34,31,3,65,1,4,0.2222222222222222,0,1,1,9.5,1,0,3,2,1,5,18,0.36,0,0,0
3,24,-21,27,0,4,0.2222222222222222,0,0,0,-2.5,0,0,1,2,-1,3,4,0.08,0,0,1
20,40,-20,60,0,5,0.2777777777777778,0,0,0,6.0,0,1,2,0,2,2,4,0.08,0,0,1
17,10,7,27,1,5,0.2777777777777778,0,1,0,-4.5,0,1,2,3,-1,5,19,0.38,0,0,1
42,24,18,66,0,5,0.2777777777777778,0,0,0,9.5,1,0,3,0,3,3,5,0.1,0,1,0
20,34,-14,54,0,5,0.2777777777777778,0,0,0,-3.0,0,0,1,1,0,2,2,0.04,0,1,0
42,10,32,52,0,5,0.2777777777777778,0,0,0,3.5,0,0,4,3,1,7,6,0.12,0,0,1
21,19,2,40,1,5,0.2777777777777778,0,0,0,2.5,0,0,2,2,0,4,2,0.04,0,0,0
20,25,-5,45,1,5,0.2777777777777778,0,0,0,5.5,0,1,3,2,1,5,5,0.1,0,0,0
20,27,-7,47,1,5,0.2777777777777778,0,0,0,-3.5,0,0,1,3,-2,4,2,0.04,0,1,0
0,34,-34,34,0,5,0.2777777777777778,0,0,0,2.5,0,1,1,2,-1,3,2,0.04,0,0,1
31,16,15,47,0,5,0.2777777777777778,0,0,0,12.5,1,0,3,1,2,4,3,0.06,0,0,1
21,31,-10,52,0,5,0.2777777777777778,0,0,0,2.5,0,1,1,1,0,2,6,0.12,0,0,1
14,23,-9,37,0,5,0.2777777777777778,0,0,0,-3.5,0,0,2,4,-2,6,4,0.08,0,1,0
23,16,7,39,1,5,0.2777777777777778,0,1,0,-2.5,0,1,2,2,0,4,18,0.36,0,0,0
17,13,4,30,1,5,0.2777777777777778,0,0,0,1.0,0,0,1,2,-1,3,2,0.04,0,1,0
19,8,11,27,0,6,0.3333333333333333,0,1,0,10.5,1,0,4,1,3,5,18,0.36,0,0,0
26,9,17,35,0,6,0.3333333333333333,0,1,0,7.0,1,0,2,1,1,3,19,0.38,0,1,0
16,24,-8,40,0,6,0.3333333333333333,0,0,0,-5.5,0,0,2,3,-1,5,6,0.12,0,0,0
42,21,21,63,0,6,0.3333333333333333,0,0,0,14.0,1,0,4,0,4,4,2,0.04,0,0,1
6,20,-14,26,0,6,0.3333333333333333,0,0,0,-3.0,0,0,3,4,-1,7,4,0.08,0,0,1
37,20,17,57,0,6,0.3333333333333333,0,1,0,4.0,0,0,3,3,0,6,18,0.36,0,0,0
13,19,-6,32,1,6,0.3333333333333333,0,1,0,-3.0,0,0,1,1,0,2,18,0.36,0,0,1
21,17,4,38,1,6,0.3333333333333333,0,0,0,3.0,0,0,2,1,1,3,4,0.08,0,1,0
20,13,7,33,1,6,0.3333333333333333,0,0,0,-2.0,0,1,2,3,-1,5,2,0.04,0,1,0
14,9,5,23,1,6,0.3333333333333333,0,0,0,15.5,1,0,3,1,2,4,2,0.04,0,0,1
20,14,6,34,1,6,0.3333333333333333,0,0,0,-6.5,0,1,2,5,-3,7,3,0.06,0,0,1
17,13,4,30,1,6,0.3333333333333333,0,0,0,3.0,0,0,2,3,-1,5,2,0.04,0,0,1
19,17,2,36,1,6,0.3333333333333333,0,0,0,-9.5,1,1,2,5,-3,7,2,0.04,0,0,1
16,24,-8,40,0,6,0.3333333333333333,0,0,0,1.5,0,1,3,2,1,5,4,0.08,0,1,0
17,20,-3,37,1,6,0.3333333333333333,0,0,0,-1.5,0,0,2,3,-1,5,2,0.04,0,1,0
24,31,-7,55,1,7,0.3888888888888889,0,0,0,2.5,0,1,3,4,-1,7,2,0.04,0,1,0
20,10,10,30,0,7,0.3888888888888889,0,1,0,9.5,1,0,3,1,2,4,18,0.36,0,0,1
13,16,-3,29,1,7,0.3888888888888889,0,1,0,3.0,0,1,3,3,0,6,18,0.36,0,0,1
29,25,4,54,1,7,0.3888888888888889,0,1,0,-7.5,1,1,1,4,-3,5,19,0.38,0,0,1
38,39,-1,77,1,7,0.3888888888888889,0,0,0,-3.5,0,0,3,3,0,6,3,0.06,0,0,0
38,6,32,44,0,7,0.3888888888888889,0,0,0,3.0,0,0,4,5,-1,9,2,0.04,0,0,1
19,17,2,36,1,7,0.3888888888888889,0,0,0,1.5,0,0,1,2,-1,3,2,0.04,0,0,1
31,17,14,48,0,7,0.3888888888888889,0,1,0,5.5,0,0,5,2,3,7,18,0.36,0,0,1
30,12,18,42,0,7,0.3888888888888889,0,0,0,-2.5,0,1,1,3,-2,4,3,0.06,0,0,1
31,17,14,48,0,7,0.3888888888888889,0,0,0,3.0,0,0,5,5,0,10,2,0.04,0,0,1
17,24,-7,41,1,7,0.3888888888888889,0,0,0,3.5,0,1,3,3,0,6,2,0.04,0,1,0
14,7,7,21,1,7,0.3888888888888889,0,1,0,-3.0,0,1,1,3,-2,4,18,0.36,0,0,1
22,17,5,39,1,7,0.3888888888888889,0,0,0,-7.0,1,1,2,5,-3,7,4,0.08,0,1,0
24,18,6,42,1,8,0.4444444444444444,0,0,0,10.0,1,0,4,3,1,7,2,0.04,0,0,1
28,23,5,51,1,8,0.4444444444444444,0,0,0,-2.5,0,1,2,4,-2,6,2,0.04,0,0,1
24,31,-7,55,1,8,0.4444444444444444,0,0,0,-9.5,1,0,1,5,-4,6,2,0.04,0,1,0
30,13,17,43,0,8,0.4444444444444444,0,0,0,9.5,1,0,2,2,0,4,2,0.04,0,1,0
17,31,-14,48,0,8,0.4444444444444444,0,0,0,4.0,0,1,5,3,2,8,3,0.06,0,0,1
24,20,4,44,1,8,0.4444444444444444,0,0,0,4.0,0,0,4,4,0,8,2,0.04,0,0,1
15,13,2,28,1,8,0.4444444444444444,0,0,0,-3.0,0,1,0,3,-3,3,3,0.06,0,0,1
10,20,-10,30,0,8,0.4444444444444444,0,0,0,-2.5,0,0,4,5,-1,9,5,0.1,0,0,1
24,9,15,33,0,8,0.4444444444444444,0,1,0,-7.0,1,1,2,6,-4,8,18,0.36,0,0,1
43,20,23,63,0,8,0.4444444444444444,0,0,0,6.5,0,0,4,3,1,7,6,0.12,0,1,0
10,24,-14,34,0,8,0.4444444444444444,0,1,0,-1.0,0,0,2,3,-1,5,18,0.36,0,0,1
31,17,14,48,0,8,0.4444444444444444,0,1,0,7.5,1,0,5,2,3,7,18,0.36,0,0,1
27,38,-11,65,0,8,0.4444444444444444,0,0,0,-2.0,0,0,3,3,0,6,2,0.04,0,1,0
10,13,-3,23,1,8,0.4444444444444444,0,0,1,-3.0,0,0,2,3,-1,5,2,0.04,0,0,1
31,38,-7,69,1,8,0.4444444444444444,0,1,0,-7.0,1,0,3,6,-3,9,18,0.36,0,0,1
26,14,12,40,0,8,0.4444444444444444,0,0,0,7.0,1,0,5,3,2,8,2,0.04,0,1,0
20,16,4,36,1,9,0.5,0,0,0,3.5,0,0,4,3,1,7,4,0.08,0,0,1
27,0,27,27,0,9,0.5,0,0,0,13.0,1,0,4,1,3,5,3,0.06,0,0,1
24,18,6,42,1,9,0.5,0,0,0,1.5,0,0,4,5,-1,9,5,0.1,0,0,1
24,17,7,41,1,9,0.5,0,0,0,9.0,1,0,4,2,2,6,5,0.1,0,1,0
28,23,5,51,1,9,0.5,0,1,0,3.5,0,0,7,5,2,12,18,0.36,0,0,1
13,27,-14,40,0,9,0.5,0,0,0,-1.5,0,0,1,3,-2,4,2,0.04,0,0,1
20,3,17,23,0,9,0.5,0,0,0,3.5,0,0,2,3,-1,5,5,0.1,0,0,1
21,14,7,35,1,9,0.5,0,0,0,1.0,0,0,6,6,0,12,3,0.06,0,0,0
28,31,-3,59,1,9,0.5,0,0,0,3.5,0,1,4,4,0,8,5,0.1,0,0,0
30,6,24,36,0,9,0.5,0,0,0,1.0,0,0,3,2,1,5,2,0.04,0,1,0
37,3,34,40,0,9,0.5,0,0,0,6.0,0,0,6,5,1,11,2,0.04,0,0,1
39,37,2,76,1,9,0.5,0,0,0,2.5,0,0,3,3,0,6,2,0.04,0,1,0
17,20,-3,37,1,9,0.5,0,0,0,2.5,0,1,2,3,-1,5,2,0.04,0,0,1
6,27,-21,33,0,9,0.5,0,0,0,-3.0,0,0,4,3,1,7,3,0.06,0,0,1
16,13,3,29,1,10,0.5555555555555556,0,0,0,3.0,0,0,2,1,1,3,3,0.06,0,0,1
25,23,2,48,1,10,0.5555555555555556,0,0,0,-2.0,0,1,1,4,-3,5,5,0.1,0,1,0
31,33,-2,64,1,10,0.5555555555555556,0,1,0,6.0,0,1,7,5,2,12,18,0.36,0,0,1
38,41,-3,79,1,10,0.5555555555555556,0,0,0,-2.5,0,0,4,6,-2,10,2,0.04,0,1,0
23,19,4,42,1,10,0.5555555555555556,0,0,0,3.0,0,0,5,3,2,8,2,0.04,0,0,1
27,30,-3,57,1,10,0.5555555555555556,0,0,0,5.5,0,1,5,4,1,9,5,0.1,0,0,1
6,10,-4,16,1,10,0.5555555555555556,0,0,0,-1.0,0,0,2,4,-2,6,6,0.12,0,0,0
27,19,8,46,0,10,0.5555555555555556,0,0,0,-3.0,0,1,5,5,0,10,7,0.14,0,1,0
49,17,32,66,0,10,0.5555555555555556,0,1,0,17.5,1,0,5,2,3,7,18,0.36,0,1,0
16,12,4,28,1,10,0.5555555555555556,0,0,0,-1.0,0,1,4,4,0,8,5,0.1,0,1,0
3,34,-31,37,0,10,0.5555555555555556,0,0,0,-3.0,0,0,6,5,1,11,2,0.04,0,0,1
20,6,14,26,0,10,0.5555555555555556,0,0,0,2.5,0,0,3,3,0,6,2,0.04,0,0,1
29,26,3,55,1,10,0.5555555555555556,0,0,0,6.0,0,0,5,4,1,9,4,0.08,0,0,1
22,24,-2,46,1,10,0.5555555555555556,0,0,0,7.5,1,1,5,3,2,8,4,0.08,0,0,1
34,20,14,54,0,11,0.6111111111111112,0,1,0,4.0,0,0,7,5,2,12,19,0.38,0,0,1
21,16,5,37,1,11,0.6111111111111112,0,0,0,5.5,0,0,5,2,3,7,2,0.04,0,1,0
31,26,5,57,1,11,0.6111111111111112,0,1,0,8.0,1,0,7,3,4,10,18,0.36,0,1,0
10,33,-23,43,0,11,0.6111111111111112,0,0,0,-11.0,1,0,1,6,-5,7,3,0.06,0,0,1
23,20,3,43,1,11,0.6111111111111112,0,0,0,-3.0,0,1,3,4,-1,7,2,0.04,0,0,1
20,13,7,33,1,11,0.6111111111111112,0,0,0,14.0,1,0,6,5,1,11,5,0.1,0,0,1
21,20,1,41,1,11,0.6111111111111112,0,0,0,2.5,0,0,4,6,-2,10,2,0.04,0,0,1
19,31,-12,50,0,11,0.6111111111111112,0,1,0,7.5,1,1,4,2,2,6,18,0.36,0,0,1
32,6,26,38,0,11,0.6111111111111112,0,1,0,8.0,1,0,5,4,1,9,18,0.36,0,0,1
13,10,3,23,1,11,0.6111111111111112,0,1,0,2.5,0,0,6,6,0,12,19,0.38,0,0,1
17,16,1,33,1,11,0.6111111111111112,0,1,0,2.5,0,0,3,6,-3,9,19,0.38,0,1,0
27,14,13,41,0,11,0.6111111111111112,0,0,0,13.5,1,0,6,4,2,10,4,0.08,0,0,1
34,14,20,48,0,11,0.6111111111111112,0,1,0,6.5,0,0,6,3,3,9,18,0.36,0,0,1
17,21,-4,38,1,11,0.6111111111111112,0,0,0,2.5,0,1,7,8,-1,15,3,0.06,0,0,1
22,29,-7,51,1,12,0.6666666666666666,0,1,0,8.5,1,1,8,4,4,12,18,0.36,0,1,0
13,31,-18,44,0,12,0.6666666666666666,0,1,0,-7.0,1,0,6,7,-1,13,19,0.38,0,0,1
45,10,35,55,0,12,0.6666666666666666,0,1,0,13.0,1,0,7,4,3,11,18,0.36,0,1,0
13,34,-21,47,0,12,0.6666666666666666,0,1,0,-9.5,1,0,4,7,-3,11,18,0.36,0,0,1
10,20,-10,30,0,12,0.6666666666666666,0,0,0,-3.0,0,0,4,8,-4,12,5,0.1,0,1,0
37,34,3,71,1,12,0.6666666666666666,0,0,1,2.5,0,0,9,6,3,15,2,0.04,0,0,1
17,10,7,27,1,12,0.6666666666666666,0,0,0,3.5,0,0,3,1,2,4,2,0.04,0,0,1
29,12,17,41,0,12,0.6666666666666666,0,0,0,1.5,0,0,5,7,-2,12,4,0.08,0,0,1
21,24,-3,45,1,12,0.6666666666666666,0,1,0,-1.0,0,0,6,7,-1,13,18,0.36,0,1,0
17,31,-14,48,0,12,0.6666666666666666,0,1,0,-9.0,1,0,5,7,-2,12,18,0.36,0,1,0
14,37,-23,51,0,12,0.6666666666666666,0,1,0,-3.0,0,0,2,4,-2,6,19,0.38,0,1,0
10,7,3,17,1,12,0.6666666666666666,0,0,0,-4.5,0,1,3,2,1,5,2,0.04,0,0,1
24,15,9,39,0,12,0.6666666666666666,0,1,0,-2.0,0,1,4,5,-1,9,18,0.36,0,1,0
10,16,-6,26,1,12,0.6666666666666666,0,1,0,-2.0,0,0,5,6,-1,11,19,0.38,0,0,1
27,20,7,47,1,12,0.6666666666666666,0,0,0,2.5,0,0,5,4,1,9,3,0.06,0,1,0
10,12,-2,22,1,12,0.6666666666666666,0,1,0,3.0,0,1,6,3,3,9,18,0.36,0,1,0
41,35,6,76,1,13,0.7222222222222222,0,0,0,9.5,1,0,8,6,2,14,6,0.12,0,1,0
10,24,-14,34,0,13,0.7222222222222222,0,0,0,6.0,0,1,7,2,5,9,2,0.04,0,0,1
8,13,-5,21,1,13,0.7222222222222222,0,0,0,-2.0,0,0,4,5,-1,9,2,0.04,0,0,1
21,18,3,39,1,13,0.7222222222222222,0,1,0,4.0,0,0,4,1,3,5,18,0.36,0,0,1
36,19,17,55,0,13,0.7222222222222222,0,0,0,3.5,0,0,5,7,-2,12,2,0.04,0,1,0
22,17,5,39,1,13,0.7222222222222222,0,0,0,3.5,0,0,6,6,0,12,4,0.08,0,1,0
28,33,-5,61,1,13,0.7222222222222222,0,0,0,-4.0,0,0,5,8,-3,13,5,0.1,0,1,0
28,31,-3,59,1,13,0.7222222222222222,0,1,1,-1.5,0,0,4,6,-2,10,18,0.36,0,0,1
27,19,8,46,0,13,0.7222222222222222,0,0,0,-5.5,0,1,5,8,-3,13,3,0.06,0,0,1
0,6,-6,6,1,13,0.7222222222222222,0,0,0,-4.5,0,0,2,4,-2,6,5,0.1,0,0,1
15,45,-30,60,0,13,0.7222222222222222,0,0,0,-8.5,1,0,4,8,-4,12,2,0.04,0,0,1
19,42,-23,61,0,13,0.7222222222222222,0,0,0,-3.0,0,0,10,8,2,18,5,0.1,0,0,1
31,34,-3,65,1,13,0.7222222222222222,0,0,1,10.0,1,1,8,5,3,13,5,0.1,0,0,1
18,21,-3,39,1,14,0.7777777777777778,0,0,0,6.0,0,1,7,2,5,9,7,0.14,0,0,1
17,20,-3,37,1,14,0.7777777777777778,0,0,0,2.0,0,1,8,6,2,14,8,0.16,0,0,1
28,6,22,34,0,14,0.7777777777777778,0,1,0,5.5,0,0,5,1,4,6,19,0.38,0,1,0
7,24,-17,31,0,14,0.7777777777777778,0,1,0,3.0,0,1,5,6,-1,11,18,0.36,0,1,0
28,13,15,41,0,14,0.7777777777777778,0,1,0,-3.0,0,1,4,9,-5,13,18,0.36,0,0,1
30,6,24,36,0,14,0.7777777777777778,0,0,0,-3.5,0,1,4,7,-3,11,3,0.06,0,0,1
34,14,20,48,0,14,0.7777777777777778,0,0,0,3.0,0,0,6,7,-1,13,5,0.1,0,0,1
31,27,4,58,1,14,0.7777777777777778,0,0,0,2.5,0,0,7,8,-1,15,3,0.06,0,0,1
37,31,6,68,1,14,0.7777777777777778,0,0,1,7.5,1,0,9,6,3,15,3,0.06,0,0,1
0,3,-3,3,1,14,0.7777777777777778,0,0,0,-3.0,0,0,5,6,-1,11,2,0.04,0,1,0
33,13,20,46,0,14,0.7777777777777778,0,1,0,3.5,0,0,9,10,-1,19,18,0.36,0,1,0
28,16,12,44,0,14,0.7777777777777778,0,1,0,14.5,1,0,9,6,3,15,19,0.38,0,0,1
25,29,-4,54,1,14,0.7777777777777778,0,1,0,1.5,0,1,6,5,1,11,18,0.36,0,1,0
24,22,2,46,1,14,0.7777777777777778,0,0,0,-6.0,0,1,4,6,-2,10,4,0.08,0,0,1
27,28,-1,55,1,14,0.7777777777777778,0,0,0,14.0,1,1,9,4,5,13,5,0.1,0,0,1
63,21,42,84,0,15,0.8333333333333334,0,1,0,3.0,0,0,5,5,0,10,18,0.36,0,1,0
42,17,25,59,0,15,0.8333333333333334,0,0,0,5.5,0,0,9,7,2,16,3,0.06,0,1,0
27,24,3,51,1,15,0.8333333333333334,0,0,1,3.0,0,0,7,7,0,14,2,0.04,0,0,1
30,13,17,43,0,15,0.8333333333333334,0,0,0,1.5,0,0,7,7,0,14,7,0.14,0,1,0
9,7,2,16,1,15,0.8333333333333334,0,1,0,-3.0,0,1,1,6,-5,7,18,0.36,0,0,1
7,23,-16,30,0,15,0.8333333333333334,0,0,0,-4.0,0,0,8,10,-2,18,6,0.12,0,0,1
20,17,3,37,1,15,0.8333333333333334,0,0,0,3.0,0,0,8,5,3,13,2,0.04,0,0,1
31,10,21,41,0,15,0.8333333333333334,0,0,0,2.0,0,0,7,10,-3,17,2,0.04,0,0,1
16,19,-3,35,1,15,0.8333333333333334,0,1,1,3.0,0,1,5,7,-2,12,18,0.36,0,0,1
17,27,-10,44,0,15,0.8333333333333334,0,0,0,-10.0,1,0,3,8,-5,11,7,0.14,0,0,1
24,6,18,30,0,15,0.8333333333333334,0,0,0,6.0,0,0,6,5,1,11,4,0.08,0,1,0
30,0,30,30,0,15,0.8333333333333334,0,1,0,7.5,1,0,9,5,4,14,18,0.36,0,0,1
29,45,-16,74,0,15,0.8333333333333334,0,1,0,-12.5,1,0,3,10,-7,13,18,0.36,0,0,0
20,34,-14,54,0,15,0.8333333333333334,0,0,0,4.0,0,1,6,6,0,12,5,0.1,0,0,1
28,20,8,48,0,15,0.8333333333333334,0,0,0,6.5,0,0,6,4,2,10,4,0.08,0,1,0
20,17,3,37,1,15,0.8333333333333334,0,0,0,-5.0,0,1,6,10,-4,16,6,0.12,0,0,1
30,22,8,52,0,16,0.8888888888888888,0,0,0,4.0,0,0,7,7,0,14,6,0.12,0,1,0
22,24,-2,46,1,16,0.8888888888888888,0,0,0,-13.0,1,0,5,8,-3,13,4,0.08,0,1,0
34,11,23,45,0,16,0.8888888888888888,0,1,0,-3.0,0,1,7,8,-1,15,19,0.38,0,0,1
27,16,11,43,0,16,0.8888888888888888,0,0,0,4.5,0,0,5,3,2,8,3,0.06,0,0,1
22,36,-14,58,0,16,0.8888888888888888,0,0,0,-3.0,0,0,8,9,-1,17,6,0.12,0,1,0
22,20,2,42,1,16,0.8888888888888888,0,0,0,1.5,0,0,10,10,0,20,2,0.04,0,0,1
24,30,-6,54,1,16,0.8888888888888888,0,1,0,-2.5,0,0,7,10,-3,17,18,0.36,0,1,0
30,33,-3,63,1,16,0.8888888888888888,0,0,0,-3.5,0,0,2,6,-4,8,5,0.1,0,0,1
29,10,19,39,0,16,0.8888888888888888,0,0,0,3.0,0,0,6,8,-2,14,2,0.04,0,1,0
30,12,18,42,0,16,0.8888888888888888,0,0,0,-2.0,0,1,7,8,-1,15,2,0.04,0,0,1
23,26,-3,49,1,16,0.8888888888888888,0,0,0,7.0,1,1,7,3,4,10,6,0.12,0,0,1
17,20,-3,37,1,16,0.8888888888888888,0,0,0,-3.0,0,0,5,7,-2,12,2,0.04,0,0,1
30,28,2,58,1,16,0.8888888888888888,0,0,0,3.0,0,0,5,4,1,9,2,0.04,0,0,1
19,33,-14,52,0,16,0.8888888888888888,0,0,0,6.5,0,1,11,11,0,22,2,0.04,0,0,1
14,20,-6,34,1,16,0.8888888888888888,0,1,0,11.0,1,1,9,6,3,15,18,0.36,0,0,1
33,25,8,58,0,16,0.8888888888888888,0,1,0,14.0,1,0,10,5,5,15,19,0.38,0,0,1
37,20,17,57,0,17,0.9444444444444444,0,0,0,6.5,0,0,10,6,4,16,7,0.14,0,0,1
20,19,1,39,1,17,0.9444444444444444,0,0,0,5.5,0,0,10,11,-1,21,5,0.1,0,1,0
31,35,-4,66,1,17,0.9444444444444444,0,0,0,12.0,1,1,11,3,8,14,5,0.1,0,0,1
37,17,20,54,0,17,0.9444444444444444,0,0,0,3.0,0,0,6,7,-1,13,4,0.08,0,0,1
26,0,26,26,0,17,0.9444444444444444,0,0,0,3.5,0,0,8,2,6,10,2,0.04,0,0,1
25,17,8,42,0,17,0.9444444444444444,0,0,0,7.5,1,0,9,8,1,17,6,0.12,0,0,1
10,33,-23,43,0,17,0.9444444444444444,0,1,0,1.0,0,1,7,7,0,14,18,0.36,0,1,0
16,9,7,25,1,17,0.9444444444444444,0,1,0,3.5,0,0,7,5,2,12,18,0.36,0,0,1
25,26,-1,51,1,17,0.9444444444444444,0,0,0,-6.0,0,0,5,8,-3,13,5,0.1,0,0,1
23,20,3,43,1,17,0.9444444444444444,0,0,0,3.5,0,0,8,7,1,15,6,0.12,0,1,0
56,19,37,75,0,17,0.9444444444444444,0,0,0,3.0,0,0,12,11,1,23,7,0.14,0,0,1
27,21,6,48,1,17,0.9444444444444444,0,1,0,15.0,1,0,9,4,5,13,19,0.38,0,0,1
13,23,-10,36,0,17,0.9444444444444444,0,1,0,2.5,0,1,8,7,1,15,19,0.38,0,0,1
23,30,-7,53,1,17,0.9444444444444444,0,0,0,4.5,0,1,8,8,0,16,3,0.06,0,0,1
10,27,-17,37,0,17,0.9444444444444444,0,0,0,-14.0,1,0,4,11,-7,15,5,0.1,0,0,1
26,3,23,29,0,17,0.9444444444444444,0,1,0,5.0,0,0,8,5,3,13,18,0.36,0,1,0
19,23,-4,42,1,18,1.0,0,1,0,-1.5,0,0,9,9,0,18,19,0.38,0,1,0
10,17,-7,27,1,18,1.0,0,1,0,-3.0,0,0,13,9,4,22,19,0.38,0,0,1
48,17,31,65,0,18,1.0,0,1,0,3.5,0,0,8,7,1,15,18,0.36,0,1,0
14,21,-7,35,1,18,1.0,0,1,0,-2.5,0,0,11,10,1,21,19,0.38,0,0,1
17,9,8,26,0,18,1.0,0,1,0,2.5,0,0,8,7,1,15,18,0.36,0,0,1
31,14,17,45,0,18,1.0,0,1,0,7.5,1,0,8,11,-3,19,18,0.36,0,0,1
10,38,-28,48,0,18,1.0,0,1,0,-13.0,1,0,4,11,-7,15,18,0.36,0,0,1
27,14,13,41,0,18,1.0,0,1,0,3.5,0,0,7,8,-1,15,18,0.36,0,1,0
28,20,8,48,0,18,1.0,0,1,0,-3.5,0,1,5,9,-4,14,18,0.36,0,0,1
12,13,-1,25,1,18,1.0,0,1,0,3.5,0,1,5,10,-5,15,18,0.36,0,1,0
20,21,-1,41,1,18,1.0,0,1,0,5.5,0,1,12,9,3,21,19,0.38,0,0,1
30,20,10,50,0,18,1.0,0,1,0,3.5,0,0,11,7,4,18,18,0.36,0,1,0
3,17,-14,20,0,18,1.0,0,1,0,2.5,0,1,4,6,-2,10,18,0.36,0,0,1
27,10,17,37,0,18,1.0,0,1,0,-4.5,0,1,5,11,-6,16,19,0.38,0,0,1
20,21,-1,41,1,18,1.0,0,1,0,-2.5,0,0,4,8,-4,12,18,0.36,0,1,0
0,9,-9,9,0,18,1.0,0,1,0,-5.0,0,0,2,8,-6,10,18,0.36,0,0,1
45,14,31,59,0,19,1.0555555555555556,1,0,0,-2.5,0,1,10,11,-1,21,6,0.12,0,1,0
26,7,19,33,0,19,1.0555555555555556,1,0,0,4.5,0,0,11,11,0,22,3,0.06,0,0,1
32,48,-16,80,0,19,1.0555555555555556,1,0,0,7.0,1,1,12,9,3,21,7,0.14,0,1,0
24,23,1,47,1,19,1.0555555555555556,1,0,0,3.5,0,0,12,10,2,22,4,0.08,0,1,0
32,9,23,41,0,19,1.0555555555555556,1,0,0,-2.5,0,1,9,11,-2,20,4,0.08,0,0,1
31,17,14,48,0,19,1.0555555555555556,1,0,0,10.0,1,0,11,10,1,21,5,0.1,0,0,1
24,21,3,45,1,20,1.1111111111111112,1,0,0,10.5,1,0,12,10,2,22,7,0.14,0,0,1
34,10,24,44,0,20,1.1111111111111112,1,0,0,10.0,1,0,13,11,2,24,4,0.08,0,0,1
24,27,-3,51,1,20,1.1111111111111112,1,0,0,2.5,0,1,12,12,0,24,8,0.16,0,0,1
31,23,8,54,0,20,1.1111111111111112,1,0,0,6.0,0,0,13,10,3,23,4,0.08,0,1,0
34,31,3,65,1,21,1.1666666666666667,1,0,0,7.5,1,0,13,14,-1,27,3,0.06,0,0,1
10,17,-7,27,1,21,1.1666666666666667,1,0,0,4.5,0,1,14,13,1,27,5,0.1,0,0,1
25,22,3,47,1,22,1.2222222222222223,1,0,1,-1.5,0,1,14,14,0,28,4,0.08,0,1,0
27,20,7,47,1,1,0.05555555555555555,0,0,0,3.0,0,0,0,0,0,0,6,0.12,1,0,1
34,29,5,63,1,1,0.05555555555555555,0,0,0,2.0,0,0,0,0,0,0,5,0.1,1,0,0
34,28,6,62,1,1,0.05555555555555555,0,0,0,6.5,0,0,0,0,0,0,2,0.04,1,0,1
47,10,37,57,0,1,0.05555555555555555,0,1,0,3.5,0,0,0,0,0,0,21,0.42,1,1,0
17,33,-16,50,0,1,0.05555555555555555,0,0,0,2.5,0,1,0,0,0,0,2,0.04,1,0,1
26,20,6,46,1,1,0.05555555555555555,0,0,0,6.5,0,0,0,0,0,0,3,0.06,1,0,1
27,29,-2,56,1,1,0.05555555555555555,0,1,0,-3.0,0,0,0,0,0,0,21,0.42,1,1,0
20,17,3,37,1,1,0.05555555555555555,0,0,0,3.5,0,0,0,0,0,0,5,0.1,1,0,1
26,20,6,46,1,1,0.05555555555555555,0,0,1,5.0,0,0,0,0,0,0,5,0.1,1,1,0
22,10,12,32,0,1,0.05555555555555555,0,1,0,3.0,0,0,0,0,0,0,20,0.4,1,1,0
6,28,-22,34,0,1,0.05555555555555555,0,0,0,-1.0,0,0,0,0,0,0,5,0.1,1,0,1
10,16,-6,26,1,1,0.05555555555555555,0,0,0,8.0,1,1,0,0,0,0,4,0.08,1,0,1
10,18,-8,28,0,1,0.05555555555555555,0,0,0,4.0,0,1,0,0,0,0,3,0.06,1,1,0
24,17,7,41,1,1,0.05555555555555555,0,0,0,4.0,0,0,0,0,0,0,2,0.04,1,0,1
37,20,17,57,0,1,0.05555555555555555,0,0,0,4.0,0,0,0,0,0,0,5,0.1,1,0,1
32,19,13,51,0,1,0.05555555555555555,0,0,0,3.5,0,0,0,0,0,0,2,0.04,1,0,1
10,31,-21,41,0,2,0.1111111111111111,0,1,0,2.5,0,1,1,1,0,2,21,0.42,1,0,1
19,13,6,32,1,2,0.1111111111111111,0,0,0,6.0,0,0,1,1,0,2,3,0.06,1,1,0
26,25,1,51,1,2,0.1111111111111111,0,0,0,6.5,0,0,1,0,1,1,7,0.14,1,0,1
13,18,-5,31,1,2,0.1111111111111111,0,0,0,3.0,0,1,0,0,0,0,4,0.08,1,0,1
16,10,6,26,1,2,0.1111111111111111,0,0,0,-3.0,0,1,0,0,0,0,2,0.04,1,0,1
